Aplicación,Empresa,Posicion,Fecha,url,Junta ARC,Canal_limpio,tipo_posicion,nivel
184,Reclutamiento ITAL,Delivery Manager JR,2026-01-26,https://mx.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ClcgQ4W7j8DkpXpFV66VvtB1djyGmIpvEMaY216OdDmLeDLUqrhSkhcC0gS5uIaumlSQyWgzpJgoNy2AzVlcdawhwGJ9rjOZ1zRgIoei6BzBSVg3k5q8RiyHjv-TLYRHqVVBHE4b_MIabsyrr3WwR7E09rZIASv7rtmLByeXe5lSgsZKP27cfu0BxfjEgf2a6KRcgzOc3i_6hwU4Y4hyk5TmB8o-N6KD9P46UrcpKUimZsVVewyqRhe6dP-q_5EZuaeiMfN8UBQU7G2x-D1afI7gov0_sjh2WyT3WqU_1e_JLTSKLsHlwcn94M0Ajj3maknyYQ4GVjpVjO4ki-11Sv9Agxe-X_1igHC0W-oVDfBv1O2OHp0zq-lid6iCF45Kcc3mu9XvgIdm8NKp2rfZASNU2BghOatZBp7bVXhRQgwmRCCM0Qgo1n7H0WQY5ePEldh3D7xRVF2I-a0gQJJ7s98uHa4sXrdE3hr9E1IMXDyV6mHyvVpgq4o27mBkfwQcZyQTgBwIG84ZcGnUegDq204l5xZo2b7HPCCjrpdcpwwi2Xc6W9HRRU8C-KuBUslkvtRnEISxvZ6tRmtUDUIINTRl-Hc3h02u6s4hqzrK92RY9drpmApFVwYosqbBrWC267X5ndymehgsCj-LyjOcJzV4YmZC3Zx20P6f9KdLI3Pos5L0XESby9gVp-tls4oyjZckxu-JYxIKNcpkWppnxXYznA_u9G5sc=&xkcb=SoDo6_M3o9hCXsS7oZ0ObzkdCdPP&camk=UoKtGZLa3XKiJ64lQLBm6Q==&p=3&fvj=0&vjs=3&tk=1jftkjbvh22a501d&jsa=9044&oc=1&sal=0,5,Indeed,Otros,1
185,Forza,Analista Power BI,2026-01-26,https://mx.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BR4t6t7Q72Y880e5PB-R-7iFE_VzqfmHhAYGEKehXrIAmq0vip2Rg0FISprJxHj6sqY2xqaH97bAsdPlYXfbBHp5vNDvtHwa3lu3Z2CqSwpRoq5k8E0X98t9yONULpSqbf5ILpc0tUFL0L8zGxC-KHppI-sDzNUV3OIy0LSevjfb-voQ9EVaEDaCD_tZ4acixZRVPj2WxLuZqUxrvSWHdV40TigLthpNIcXYJ3-mUQP6DuzJ5GN_LPRHljiMPNIzwm7w_BwOyShISyTd4bGyiAkVQVloFjI5dfTA2b2hw8UTMeg3Mr3Rj8Z4ciOO_7j52BMxQCyhMBHj-FsKuSkAqep2kn65CR32hRuy9Air58iwSYoahM_EAONO_207Ohwh3VU4OH_MfEPE7t4yuRIa1vGVqVMQ842kOXbwnxg2sk29P9O7iXHRLCjpwwroEHwRjMaC-bZSSUAiUUNwcKC6jlOaIlxOfQBOd36L5iPIGPtZUjRXhkwGtvQgvCcahyghZbkNMVc_8Fw7yd-nLlE5Z255Y3iWkUsiTwik73J3BeSKT3bJKRfdif7dnOPjAcjf9iC3RXzOS3GmH0PnXJLWbipplAk5931s2nZjFkh6fkMAkYmdqAZNzA1O1ZeCcccO92FqWUXbBlnxZtSyKDVr8hN_bWWlMAStzNrcFqhPl9Y-bwxdx0mJe2CAnfJNgkT4Q=&xkcb=SoCB6_M3o9iB7PSNwZ0LbzkdCdPP&camk=4HOcmqOLYrCsyF3Fd-iqLQ==&p=0&fvj=0&vjs=3&tk=1jftl3hi4g1bl800&jsa=9047&oc=1&sal=1,5,Indeed,Data Analyst,0
186,BUHO,Data Analyst Jr,2026-01-26,https://mx.indeed.com/rc/clk?jk=bd1f206b9982cd7d&bb=ZKdMCPzNP7G_12PSCauqa-CwkT11FchOlR2eFIT-Cjl83mC0yRcWo7ukVy5LqqAjMO_QQ1lfI-59uqwG4G3xBpwl0tCLWVEQw3rPf_M38_GnB3KfMM8h1W1zJfCWu3TgfZnECfTATpE%3D&xkcb=SoBM67M3o9imzUgRJj0MbzkdCdPP&fccid=1ec63702bf975354&cmp=BH&ti=Data+analyst&vjs=3,5,Indeed,Data Analyst,1
187,Heineken,People Analytics Analyst,2026-01-26,https://mx.indeed.com/rc/clk?jk=1bb47170445c794b&bb=ZKdMCPzNP7G_12PSCauqayB77ycXIX3q6BYwlKmBiZpIzwnOQS31juBMmggBKluuJuesn96waVpPAxGBh18SCVLSoDjmNxKaM0eghK2EKVfQFC4mZwFlroIm6ffkHWjLcOc1Q_ULYGM%3D&xkcb=SoCM67M3o9imzUgRJj0BbzkdCdPP&fccid=9d3fc2c7bbc80ecb&vjs=3,5,Indeed,Data Analyst,0
188,Consultoria yo soy,Consultor Jr Analista de Datos,2026-01-26,https://mx.indeed.com/rc/clk?jk=4814528091db118c&bb=ZKdMCPzNP7G_12PSCauqa_e_83MxP-4U_GQ49jGhB4n7fJkoGx9z_vOb6IeR38mfWU4S3iRw_1V5sAjo9Ni4n4S7wygaMxJlhDVKhtJZhp0-K_XgLu95a72ybfenlEgnUSh4WpeOa2A%3D&xkcb=SoA467M3o9imzUgRJj0AbzkdCdPP&fccid=b325c6ab415e8b59&cmp=Consultor%25C3%25ADa-yoSoy&ti=Consultor+de+datos&vjs=3,5,Indeed,Data Analyst,1
189,Fast Dolphin,Data Analyst,2026-01-26,https://www.glassdoor.com.mx/partner/jobListing.htm?pos=121&ao=1110586&s=58&guid=0000019bfab55a2fad8f1ac925811946&src=GD_JOB_AD&t=SR&vt=w&uido=A6C9677A21DE3AF98CE6FF54EB8626F6&ea=1&cs=1_0bdfbddf&cb=1769437748282&jobListingId=1010006266511&cpc=8795CF9063CD573D&jrtk=5-yul1-0-1jftbamk8g36f807-89a29c5acebc1a34---6NYlbfkN0BWodiXmLCxZq_tdbZ87K1jcbuHXIAWSbRyjP_Ca0HcsJb98F_EqlJFKmJd85yuGBkMLn8fAeBpZa6pX8Orx5Cz3IE_IKSiZRO3nxt5CPNe4om0joYbkVelpFUDyDlL-TiBBwfFgD4UqcCIh4j82x5paRr7FPg1fMh_mdQ4GSrDkKfwYheCmm7pMcxcaBC9beycX5rRqk4xMhVJLWd0jBxf87-kUxaKxQGJGUbvY4u9Otp5CAbnAyMrPpfpkk-l9M9bXw4OPKoWodpBHzltoY2WRM7-Tbk5bLjsTC3C4OYTorPSAJu8QoWe8uQmaAa35v40wvLL_7qypM1-CfNTXGvczXweW3KVwE5lYUDIQ3grIOfcBKPQdgeBs0W6D2w_2RmS3huBHFx9JkSEn5segpLHfaegWL4tJuXqox8u39Q5SIQhh3Hegjk5odNuwrN5VrUN-4I-XFVRi-pai3ZP-2tYsG00ieNXGXMDKvR5cTt1rX1A-wQnv9_SBX5qkuIaieVSI7voIsqIku4sRJPKuRj4b70bNSKODY1EvyATdo5RvVaz9KIPNbeIsDg9Y3lfO9ynmmG1UXrgS40JLhmxsCAR_I2LA1h9q_IVCJDtfeWkD_YclgAIdhEwCyEp6sLNwxnn7HXxkw45RXPUhSgV1jpe3lHL3dbZ3Wt2iYupLta6YssGwl8LIEOLz27hDuRo_6dJgb8qwBbux3ZWnrtT4Cw1UefKtx2WWMJyUd64Y6sEALrEajzKNdBY37szH3sQcqbnauLy00gdtVsJF5ZMACFfST1D5-_6oKA%3D,5,Glassdoor,Data Analyst,0
190,Interactive Media,Data Analyst,2026-01-26,https://torre.ai/post/Vrog6PDr-interactive-media-data-analyst-3?utm_source=web&utm_medium=srh_jobs&utm_campaign=dft&utm_term=ija8l9fde&utm_content=card,5,Torre,Data Analyst,0
191,MaverickX,Biology Lab Technician,2026-01-26,https://jobs.lever.co/maverickx/c6694466-e347-42fe-acec-f134a6f6ef37,5,Otros,BI,0
192,CG Oncology,Clinical Associate Data Analyst/ Programmer,2026-01-27,https://www.linkedin.com/jobs/search/?alertAction=viewjobs&currentJobId=4366213567&distance=25&f_TPR=a1769448365-&geoId=103644278&keywords=Clinical%20Data%20Analyst&origin=JOB_ALERT_IN_APP_NOTIFICATION&originToLandingJobPostings=4366213567%2C4365995194%2C4356170690%2C4354150217%2C4366245171%2C4355956372&savedSearchId=7701257730&sortBy=R,5,LinkedIn,Data Analyst,0
193,CRG,Junior Data Analyst,2026-01-27,https://www.linkedin.com/jobs/view/4366034047/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=cgnEsrAsHUus5NzCyobgIA%3D%3D&trackingId=arlP4KOWmCTKY6fDH53AjQ%3D%3D&trk=flagship3_search_srp_jobs&lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_jobs%3BBH2gR8O8SFqu%2FBxw%2B12AaQ%3D%3D&lici=arlP4KOWmCTKY6fDH53AjQ%3D%3D,5,LinkedIn,Data Analyst,1
194,Helic & Co,Junior Data Analyst,2026-01-27,https://www.linkedin.com/jobs/view/4366327884/?eBP=BUDGET_EXHAUSTED_JOB&refId=cgnEsrAsHUus5NzCyobgIA%3D%3D&trackingId=UuGl96S5wxDgzwvdqPZRYg%3D%3D&trk=flagship3_search_srp_jobs&lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_jobs%3B7w8SoLd%2FSpuDie9HUtQ2pg%3D%3D&lici=UuGl96S5wxDgzwvdqPZRYg%3D%3D,6,LinkedIn,Data Analyst,1
195,INDI staffing services,Power Bi Junior Analyst,2026-01-27,https://www.linkedin.com/jobs/view/4366379131/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=Qfsbz935ExRE8QCWpqNpKQ%3D%3D&trackingId=%2BuAZazUr75MCyU21wVp%2Fmw%3D%3D&trk=flagship3_search_srp_jobs&lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_jobs%3BXjvZh9V9SWCKbaVdIbCWRg%3D%3D&lici=%2BuAZazUr75MCyU21wVp%2Fmw%3D%3D,6,LinkedIn,Data Analyst,1
196,BairesDev,Power Bi Junior Analyst,2026-01-27,https://www.linkedin.com/jobs/view/4365998441/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=Qfsbz935ExRE8QCWpqNpKQ%3D%3D&trackingId=845f5HH9xPPPbNBVWyk2ZQ%3D%3D&trk=flagship3_search_srp_jobs&lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_jobs%3BXjvZh9V9SWCKbaVdIbCWRg%3D%3D&lici=845f5HH9xPPPbNBVWyk2ZQ%3D%3D,6,LinkedIn,Data Analyst,1
197,IDT CORP,Marketing Data Scientist,2026-01-28,https://www.linkedin.com/jobs/view/4306854311/?alternateChannel=search&eBP=NON_CHARGEABLE_CHANNEL&refId=OMDMG9sm7%2FLuvRqjE4uu4g%3D%3D&trackingId=q5e7UqS%2FViJdOcxtyLhx7A%3D%3D&trk=d_flagship3_search_srp_jobs&lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_jobs%3BoRE4rFCQRUe1ahI2RVfm0Q%3D%3D,6,LinkedIn,Data Scientist,0
198,Neoris,Data Scientist,2026-01-29,https://job-boards.eu.greenhouse.io/neoris/jobs/4766993101,6,Otros,Data Scientist,0
199,Agroshields,Analista de datos,2026-02-02,https://mx.computrabajo.com/desarrollo-logistico,6,CT,Data Analyst,0
200,Legaxxi,Analista MIS,2026-02-02,https://mx.computrabajo.com/trabajo-de-analista-de-datos-en-nuevo-leon#AEABC82E4704BC1D61373E686DCF3405,6,CT,Data Analyst,0
201,Desarrollo logístico,Analista de datos,2026-02-02,https://mx.indeed.com/rc/clk?jk=750eaedcece4fb87&bb=zYiudPz0oONNED-CqObqvgKyWTSNlimw7bpLN0H6MxtXOhbVW2YJFqEnt8TnGsoZ5Qz6EF2BZhDtkD3_FxPHW_x3YbzfikHNtuVzGpgoYWnc6TbzokBjHeUiWA51HxCl&xkcb=SoCq67M3nQ29bky7sR0HbzkdCdPP&fccid=c8f519412936f4e3&vjs=3,6,Indeed,Data Analyst,0
202,Falabella,Analista de reporting,2026-02-02,https://mx.indeed.com/rc/clk?jk=0f15b247dae9288b&bb=zYiudPz0oONNED-CqObqvqbzRoHO60nDCUj-Pd4U4UOSpNMOqht3bG4jtjuCjF99MsrGHxzg7ewBBsyQkiAVe-GU_UZ14-WvUhBDLewaQYd0FyyWnQ0wXGfJrnSYxCfK&xkcb=SoCD67M3nQ29bky7sR0FbzkdCdPP&fccid=5bfbe26dd4d40680&vjs=3,6,Indeed,Data Analyst,0
203,Scalepex,Healthcare Data Analyst,2026-02-02,https://mx.indeed.com/rc/clk?jk=9f5c1a95fc7d95c7&bb=5wYZoHHy_rjmgbAnnTI4qErYi4E2mXPhMKLZU-_QI8sGTyPG2x4hhOWHNc3-BEGAdI44dNliJwYflI6pnybHEvSwBjK_J_Y4_FxfoemVQkHDDofUbWI4UD3AjGgElrLh&xkcb=SoD867M3nRJ6F_yclx0NbzkdCdPP&fccid=be263221f6fab5cf&vjs=3,6,Indeed,Data Analyst,0
204,Towa,Especialisa de sistemas Financieros Junior,2026-02-02,https://mx.indeed.com/rc/clk?jk=75e70de3b6886ca1&bb=5wYZoHHy_rjmgbAnnTI4qPANvQqPzng9jPJYt28vPhi8RjTi7fnauQqQSd_UfXjN_Szm0dHk-10pmjwq6FGBE1uDfT642Zi4IzyivxOdMqs0lXzzh16v97B_Rxx5w8mD&xkcb=SoCb67M3nRJ6F_yclx0FbzkdCdPP&fccid=dc9af9f67b31298b&vjs=3,6,Indeed,Otros,1
205,MSCI,Data Operations Real Assets Analyst,2026-02-02,https://mx.indeed.com/rc/clk?jk=d03bccfcdbeaa015&bb=Q5ijMyUFSj8tIXvONZC4-Liec5IWuhCRkXVfkvTnTOFNiTj2Mr71zIygHHJdEUZ8nJMe9olv3sUMG2pHX2La5xT0XRFuCkLmfwNGYZzaFQEZrXHHjFm8dG3n5qtUIJ0Z&xkcb=SoBD67M3nRLwz8AVEr0NbzkdCdPP&fccid=c1f583e22ebf0f6e&vjs=3,6,Indeed,Data Analyst,0
206,Didi,Product Operations Analyst,2026-02-02,https://mx.indeed.com/rc/clk?jk=f5f45e7327b09b6a&bb=rQaUaEx8yrDFYzUIiEZUXbDIzL-CZqakLjUazmzxw2mlPtCV1RkccfyI9j5kM6cWJj4lzB1mxjuO_SuyuHQ2JNlU-HhhoQhlORQHfA1nV45GUv_Wtrz0p6Y_AIK2XWcW&xkcb=SoBu67M3nRM-_IATmD0NbzkdCdPP&fccid=997a281015ef4dc2&vjs=3,6,Indeed,Data Analyst,0
207,Banorte,Analista Distrib y Parametrizacion,2026-02-02,https://mx.indeed.com/rc/clk?jk=2b16a8dc35cc41b2&bb=rQaUaEx8yrDFYzUIiEZUXSsEn1EpQVyWkZ9Gb63peMZ5bHvd9zIu0qDJv1QdCl4nwtzW1MVLgodol-L0jnUpTOdFFdVGHeYwJbyF_s8FWH9JSkpGecrpyozNNebgV7Lh&xkcb=SoDa67M3nRM-_IATmD0MbzkdCdPP&fccid=12e17ece3aa8f9b9&vjs=3,6,Indeed,Data Analyst,0
208,CEMEX,Analista cadena de suministros,2026-02-02,https://mx.indeed.com/rc/clk?jk=ee1ab275df81d264&bb=SH8m9Mke5UOihVfV6fCys5dOZM7k5xfPbI_at7W3uaU36u9wgy_raPYKGORI01ojJ9BubzqJniTtxI7nim6cfv130KQKBaytuDZ2qwoK5TChSWymBSPaJRzRY77637c4&xkcb=SoAD67M3nRBAjIAVEr0LbzkdCdPP&fccid=f7c3c2d35dd92dfe&vjs=3,6,Indeed,Data Analyst,0
209,Administradora de activos fibra inn SC,Analista de Control Interno,2026-02-02,https://www.occ.com.mx/empleos/bolsa-de-trabajo-administradora-de-activos-fibra-inn-sc/de-analista/en-nuevo-leon/,6,OCC,Data Analyst,0
210,Crediclub,Lider de analítica de datos,2026-02-02,https://www.occ.com.mx/empleos/trabajo-en-tecnologias-de-la-informacion-sistemas/en-nuevo-leon?page=3&jobid=20949611,6,OCC,Otros,0
211,Apoyo al desarrollo mexicano,Analista BI,2026-02-02,https://www.occ.com.mx/empleos/bolsa-de-trabajo-Apoyo-al-Desarrollo-Mexicano--S-C-/?jobid=20944520,6,OCC,Data Analyst,0
212,Confidencial,Programador PL SQL,2026-02-02,https://www.occ.com.mx/empleos/en-nuevo-leon/nivel-universitario-titulado?smin=20000&smax=30000&page=4&jobid=20937963,6,OCC,Otros,0
213,Confidencial,Analista Programador SQL,2026-02-02,https://www.occ.com.mx/empleo/oferta/20944237/?returnURL=empleos%2fen-nuevo-leon%2fnivel-universitario-titulado%3fsmin%3d20000%26smax%3d30000%26page%3d4%26jobid%3d20937963&sec=sim&simval=0.0#lc=OfferDetail-Similars-0,6,OCC,Data Analyst,0
214,CIBALE,Analista Comercial Detalle,2025-12-05,https://www.occ.com.mx/empleos/en-nuevo-leon/nivel-universitario-titulado?smin=20000&smax=30000&page=7&jobid=20941833,6,OCC,Data Analyst,0
215,TSM,Analista de Costos y Data Science,2025-12-05,https://www.occ.com.mx/empleos/en-nuevo-leon/nivel-universitario-titulado?smin=20000&smax=30000&page=10&jobid=20940503,6,OCC,Data Analyst,0
216,Mucho Red Sa de CV,Analista de Datos,2025-12-05,https://www.occ.com.mx/empleo/oferta/20915479/?returnURL=%2fempleos%2fen-nuevo-leon%2fnivel-universitario-titulado%3fsmin%3d20000%26smax%3d30000%26page%3d10%26jobid%3d20940503&sec=sim&simval=0.0#lc=OfferDetail-Similars-2,6,OCC,Data Analyst,0
217,Envía flores Sa de CV,Insights Analyst,2025-12-05,https://www.occ.com.mx/empleo/oferta/20924373/?returnURL=%2fempleos%2fen-nuevo-leon%2fnivel-universitario-titulado%3fsmin%3d20000%26smax%3d30000%26page%3d10%26jobid%3d20940503&sec=sim&simval=0.0#lc=OfferDetail-Similars-1,6,OCC,Data Analyst,0
219,Alugama,Analista de datos e indicadores,2025-12-05,https://www.occ.com.mx/empleo/oferta/20946810/?returnURL=empleos%2fen-nuevo-leon%2fnivel-universitario-titulado%3fsmin%3d20000%26smax%3d30000%26page%3d14%26jobid%3d20941946&sec=sim&simval=0.0#lc=OfferDetail-Similars-1,6,OCC,Data Analyst,0
220,MovIT,Científico de Datos,2025-12-05,https://www.occ.com.mx/empleo/oferta/20889563/?returnURL=%2fempleos%2fen-nuevo-leon%2fnivel-universitario-titulado%3fsmin%3d20000%26smax%3d30000%26page%3d14%26jobid%3d20941946&sec=sim&simval=0.0#lc=OfferDetail-Similars-0,6,OCC,Data Scientist,0
221,Banregio,Científico de Datos,2025-12-05,https://www.occ.com.mx/empleo/oferta/20925250/?returnURL=%2fempleos%2fen-nuevo-leon%2fnivel-universitario-titulado%3fsmin%3d20000%26smax%3d30000%26page%3d14%26jobid%3d20941946&sec=sim&simval=0.0#lc=OfferDetail-Similars-1,6,OCC,Data Scientist,0
222,Farmacias del Ahorro,Analista Gestion Operativa,2025-12-05,https://mx.computrabajo.com/trabajo-de-analista-de-datos-en-nuevo-leon?p=4#3A7081C80257AD5E61373E686DCF3405,6,CT,Data Analyst,0
223,Totum Talents,Data and process Analyst,2025-12-05,https://mx.indeed.com/rc/clk?jk=88fb3cbf9907fab1&bb=NVXeNNbraAFYSeDN9l4H2jEMdEvy3iC78AjcRnH705KzSV63DKNApRfdKrX8OgoDRs4As1ds4BtNrrftstgiRYACy8AeGN9dU-UWjLVinTXuSdi7QP6IeguGwpaB6Ma2&xkcb=SoC367M3nW3aHeRgmJ0CbzkdCdPP&fccid=96ae6eeb8af402c0&vjs=3,6,Indeed,Data Analyst,0
224,Linde,Practicante de Digitalización,2025-12-05,https://mx.indeed.com/rc/clk?jk=4e5ed0a5e4e8cccb&bb=hmu_WXrD-it4Nch6dx4Trer5NxlEjlJTBCx9fr9gPRQoJMF2x3PPZ0S-WadxDEwAD1GIpguMheg9QXrWGI3R1c74Gbss7gwjppjgTAQ9Y-uckhTXvq3mj1tvFIbGfsau&xkcb=SoAp67M3nXL154wh750IbzkdCdPP&fccid=ebf2dcf78a24a313&vjs=3,6,Indeed,Otros,0
225,Empleos Monterrey NL,Ingeniero de Datos jr,2025-12-05,https://mx.indeed.com/rc/clk?jk=c833c25407febcab&bb=hmu_WXrD-it4Nch6dx4TrddkfvlC8irlDUSnGcvY68yq0uEaWi2biDkhwLsvBKTFMUg3C9DSN_IIu-z_vX3qX8NjIz3wyl5asO-0j98n0d6JeMJDbGdnzr2HhkqhmVr6&xkcb=SoB067M3nXL154wh750GbzkdCdPP&fccid=7cf06c7d7712c489&cmp=Delking-Restaurants&ti=Data+engineer&vjs=3,6,Indeed,Data Engineer,1
226,Senda Citi,Analista *Ejecutivo Jr en IA,2025-12-05,https://mx.indeed.com/rc/clk?jk=8c585f299b444b66&bb=5y413-8vx6VBLWR-AGw_f4OrefuzCiOeGg8rfweaWcCbuCCi4oRkC4AOFvLvAnl9vg-TObNAF-D9y_LrU5oA8tP3v4vIribnEDZg1f46xK0_7iEOvORYuByNrCaNjhN0&xkcb=SoC967M3nXN56Gxf7x0KbzkdCdPP&fccid=e4a1b494028ed0ef&cmp=SENDA-CITI&ti=Analista+de+inteligencia+artificial&vjs=3,6,Indeed,Data Analyst,1
227,Redwood,Data Analyst,2025-12-05,https://www.glassdoor.com.mx/partner/jobListing.htm?pos=312&ao=1136043&s=58&guid=0000019c2e375589be953f482efae446&src=GD_JOB_AD&t=SR&vt=w&uido=A6C9677A21DE3AF98CE6FF54EB8626F6&ea=1&cs=1_4c500208&cb=1770301905053&jobListingId=1010017113364&jrtk=5-yul1-0-1jgn3elrf2nvs000-f8ed6efd79cddbfd,6,Glassdoor,Data Analyst,0
228,Simera,Data Engineer,2025-12-05,https://torre.ai/post/GdjqEJXw-simera-data-engineer-1?t=1770303145477&r=elSXCX6j,6,Torre,Data Engineer,0
229,Indi Staffing Services,Power Bi Junior Analyst,2025-12-05,https://www.linkedin.com/jobs/view/4368650483/?eBP=NON_CHARGEABLE_CHANNEL&refId=8rA5hK8Ko52GsHtucA6fFg%3D%3D&trackingId=KCGzL%2F28tsFh%2FjOQ5qKWJg%3D%3D&trk=flagship3_search_srp_jobs&lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_jobs%3BmLvfueUUTd6Ys0cgvbYeyQ%3D%3D&lici=KCGzL%2F28tsFh%2FjOQ5qKWJg%3D%3D,6,LinkedIn,Data Analyst,1
230,Grupo Autofin,Analista,2025-12-05,https://www.linkedin.com/jobs/view/4350246433/?eBP=NON_CHARGEABLE_CHANNEL&refId=sqWLuJkLVMJb1QD56I0IOw%3D%3D&trackingId=wKFMrQIgij7vgot81CaeLQ%3D%3D&trk=flagship3_search_srp_jobs&lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_jobs%3B4OXOBSc8TYKO5bi2iyI6vg%3D%3D&lici=wKFMrQIgij7vgot81CaeLQ%3D%3D,6,LinkedIn,Data Analyst,0
231,Christus,Business Intelligence Developer,2025-12-05,https://www.linkedin.com/jobs/view/4368777239/?eBP=NON_CHARGEABLE_CHANNEL&refId=2IOHMEQ7qvr05aK0LRrzPQ%3D%3D&trackingId=ctiB2C08qIYLf7W5V2uqiw%3D%3D&trk=flagship3_search_srp_jobs&lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_jobs%3BAt9po4SQS12WinkMR0Hz%2Bg%3D%3D&lici=ctiB2C08qIYLf7W5V2uqiw%3D%3D,6,LinkedIn,BI,0
